,Unnamed: 0,comment_url,comment_createdAt,comment_id,comment_viewCount,comment_lang,comment_author_createdAt,comment_location,comment_text,isComment_self__decalred__location__El_Salvador,comment_processed_text,post_url,post_actor_createdAt,post_id,post_isReply,post_inReplyToId,post_isRetweet,post_isQuote,post_viewCount,post_retweetCount,post_likeCount,post_replyCount,post_lang,actor_location,post_name,post_description,post_followers,post_verified,post_text,isActor_self__decalred__location__El_Salvador,post_processed_text,actor_affiliation,llama3_output,llama3_reason,manual labeling
1920,6050,https://x.com/Ernesto_hndz69/status/1767722645020385698,1710292895.0,1.76772e+18,17.0,es,07/03/2022,,@Vi11atoro GRACIAS SEÑOR VILLATORO POR SU GRAN LABOR Y QUE DIOS LO BENDIGA POR TRAERLE JUSTICIA AL PUEBLO SALVADOREÑO!,False,gracias señor villatoro por su gran labor y que dios lo bendiga por traerle justicia al pueblo salvadoreño,https://x.com/Vi11atoro/status/1767614710155715049,1710267162.0,1.76761e+18,False,,False,False,82183.0,375.0,1857.0,224.0,es,,Gustavo Villatoro 🇸🇻,Ministro de Justicia y Seguridad Pública,66426.0,True,"¿Ahora sí lloran pidiendo clemencia? Y cuando causaron tanto luto y dolor a nuestras familias salvadoreñas, se sentían bravucones estando en manada. Ningún lamento les servirá ahora, los estamos reduciendo a nada, el resto de sus días los pasaran en los calabozos del #CECOT.

Y a los remanentes, sepan que la justicia no descansará hasta ubicarlos, los tiempos de perdón y olvido quedaron atrás.

#GuerraContraPandillas",False,ahora sí lloran pidiendo clemencia y cuando causaron tanto luto y dolor a nuestras familias salvadoreñas se sentían bravucones estando en manada ningún lamento les servirá ahora los estamos reduciendo a nada el resto de sus días los pasaran en los calabozos del y a los remanentes sepan que la justicia no descansará hasta ubicarlos los tiempos de perdón y olvido quedaron atrás,Government,1.0,"The tweet expresses gratitude and admiration towards Señor Villatoro for his work, and wishes him well, indicating a positive sentiment.",1
636,1805,https://x.com/SeorFake2/status/1759408110307790968,1708310556.0,1.75941e+18,18.0,es,21/03/2020,,@MarceloLarin1 Entonces hubo fraude o no?,False,entonces hubo fraude o no,https://x.com/MarceloLarin1/status/1759232096231407675,1708268591.0,1.75923e+18,False,,False,False,70466.0,81.0,739.0,393.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,"Me asombra que aunque el gobierno hizo gran fraude e incluso metió a sus empleados al TSE para que crearán el fraude ups! digo el sistema , CLAUDIA ORTIZ lidera , el viejo lesbiano de Walterengo ahí anda chillason porque la gente, les mando un mensaje claro!

Habrán muchas sorpresas.",False,me asombra que aunque el gobierno hizo gran fraude e incluso metió a sus empleados al tse para que crearán el fraude ups digo el sistema claudia ortiz lidera el viejo lesbiano de walterengo ahí anda chillason porque la gente les mando un mensaje claro habrán muchas sorpresas,Media,0.0,"The tweet is asking a question and does not convey a positive or negative sentiment, it's a neutral inquiry about the possibility of fraud.",0
2535,8162,https://x.com/LinaresKolatito/status/1366567120528695300,1614649965.0,1.36657e+18,,es,29/05/2019,,@FranAlabi @nayibbukele Para cuando el aumento para salud,False,para cuando el aumento para salud,https://x.com/FranAlabi/status/1366562547512573955,1614648875.0,1.36656e+18,False,,False,False,,707.0,5717.0,195.0,es,"San Salvador, El Salvador",Francisco Alabi 🇸🇻,Ministro de Salud 🇸🇻 Médico Cirujano Laparoscopista y Bariátrico,410702.0,True,"Áreas dignas para la población y el personal de salud.

paso a paso cambiamos nuestra red de hospitales para beneficio de los Salvadoreños.

Gracias Presidente @nayibbukele por todo su apoyo al sistema de salud y al pueblo Salvadoreño. 🇸🇻🇸🇻🇸🇻 https://t.co/S39bkehsE0",True,áreas dignas para la población y el personal de salud paso a paso cambiamos nuestra red de hospitales para beneficio de los salvadoreños gracias presidente por todo su apoyo al sistema de salud y al pueblo salvadoreño,Government,0.0,"The tweet is neutral, simply stating a fact about the increase in healthcare without expressing a positive or negative sentiment.",0
1110,3611,https://x.com/Emir77441/status/1442291448041328643,1632704052.0,1.44229e+18,,es,01/06/2019,"Sonsonate, El Salvador",@easegura Yyy cual es el dolor Nosotros lo decidimos asi Y?,True,yyy cual es el dolor nosotros lo decidimos asi y,https://x.com/easegura/status/1442281871983976451,1632701769.0,1.44228e+18,False,,False,False,,1016.0,2461.0,124.0,es,"San Salvador, El Salvador",Edwin Segura,Periodista y docente universitario.,45379.0,False,"La captura de cualquier ciudadano será ordenada por los fiscales de Bukele, ejecutada por los policías de Bukele, conocida por los jueces de Bukele y cubierta en exclusiva por los medios de Bukele.
Y usted van a aplaudir hasta que un día... el capturado sea usted.",True,la captura de cualquier ciudadano será ordenada por los fiscales de bukele ejecutada por los policías de bukele conocida por los jueces de bukele y cubierta en exclusiva por los medios de bukele y usted van a aplaudir hasta que un día el capturado sea usted,"['Media', 'Academia']",0.0,"The tweet presents a neutral statement, stating that the pain is decided by the collective, without expressing a positive or negative sentiment.",0
146,344,https://x.com/juventudNI_/status/1787302953834905668,1714961205.0,1.7873e+18,208.0,es,02/09/2015,,@nayibbukele Para atrás nunca más,False,para atrás nunca más,https://x.com/nayibbukele/status/1787301391087587431,1714960832.0,1.7873e+18,False,,False,False,2344804.0,2745.0,13031.0,903.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"En 2015, estando en la Alcaldía de San Salvador, decidimos iniciar el proyecto de rescate del Centro Histórico.

Todos dijeron que era una labor imposible, que había sido intentada infructuosamente antes, que ese lugar ya estaba perdido y que, siendo nuestra aprobación tan alta, era absurdo arriesgarlo todo en un proyecto con escasas posibilidades de éxito.

Recuerdo que lo hablé con mi hermano, quien me dijo: “Es verdad, es un riesgo políticamente innecesario, pero si se logra, todos te recordarán como el alcalde que inició la recuperación del Centro Histórico, y eso es más importante que una aprobación política coyuntural que tarde o temprano desaparecerá”.

Así que iniciamos lo que parecía imposible, con la oposición de todos: medios de comunicación, partidos políticos, del mismo gobierno nacional y de los supuestos “expertos” que incluso ordenaron detener las obras (tuvimos que desobedecer la orden y continuar, mientras negociábamos en Casa Presidencial la autorización gubernamental a cambio de no romper públicamente con mi entonces partido).

Y lo logramos, logramos rescatar el pequeño pero emblemático corazón del Centro Histórico, y como lo predijo mi hermano, fue nuestro logro más grande en la Alcaldía de San Salvador.

Luego, Dios y el pueblo nos llevaron a la Presidencia de la República y otros logros más importantes eclipsaron aquel logro que en aquel entonces parecía imposible; pero nunca desistimos de continuarlo y ampliarlo, ahora desde la Presidencia.

Y lo seguiremos haciendo, contra viento y marea, como siempre. Ya estamos acostumbrados, trabajamos mejor así…

Y ya que la Presidencia no solo debe velar por San Salvador, decidimos que, paso a paso, llegaremos a todos los centros históricos de nuestro país, un proyecto que ya está dando sus primeros frutos.",True,en 2015 estando en la alcaldía de san salvador decidimos iniciar el proyecto de rescate del centro histórico todos dijeron que era una labor imposible que había sido intentada infructuosamente antes que ese lugar ya estaba perdido y que siendo nuestra aprobación tan alta era absurdo arriesgarlo todo en un proyecto con escasas posibilidades de éxito recuerdo que lo hablé con mi hermano quien me dijo es verdad es un riesgo políticamente innecesario pero si se logra todos te recordarán como el alcalde que inició la recuperación del centro histórico y eso es más importante que una aprobación política coyuntural que tarde o temprano desaparecerá así que iniciamos lo que parecía imposible con la oposición de todos medios de comunicación partidos políticos del mismo gobierno nacional y de los supuestos expertos que incluso ordenaron detener las obras tuvimos que desobedecer la orden y continuar mientras negociábamos en casa presidencial la autorización gubernamental a cambio de no romper públicamente con mi entonces partido y lo logramos logramos rescatar el pequeño pero emblemático corazón del centro histórico y como lo predijo mi hermano fue nuestro logro más grande en la alcaldía de san salvador luego dios y el pueblo nos llevaron a la presidencia de la república y otros logros más importantes eclipsaron aquel logro que en aquel entonces parecía imposible pero nunca desistimos de continuarlo y ampliarlo ahora desde la presidencia y lo seguiremos haciendo contra viento y marea como siempre ya estamos acostumbrados trabajamos mejor así y ya que la presidencia no solo debe velar por san salvador decidimos que paso a paso llegaremos a todos los centros históricos de nuestro país un proyecto que ya está dando sus primeros frutos,Government,-1.0,"The tweet expresses a strong negative sentiment, using the phrase 'para atrás nunca más', which translates to 'never again', implying a strong disapproval or rejection of something.",0
1315,4168,https://x.com/framartinez1/status/1266922150474252289,1590892753.0,1.26692e+18,,es,04/05/2011,like a ti,@MariaLuisaHayem Pues ahí estaba  el ejecutivo y estuvieron de acuerdo en varios artículos,False,pues ahí estaba el ejecutivo y estuvieron de acuerdo en varios artículos,https://x.com/MariaLuisaHayem/status/1266908778286518272,1590889565.0,1.26691e+18,True,1.27e+18,False,False,,217.0,2570.0,62.0,es,El Salvador,María Luisa Hayem 🇸🇻,Ministra de Economía de El Salvador,41321.0,False,"Lamento que después de tanto esfuerzo, el resultado alcanzado no fue el que le permitirá a nuestro Gobierno cuidar y salvar vidas y realizar una reapertura económica gradual y ordenada.",True,lamento que después de tanto esfuerzo el resultado alcanzado no fue el que le permitirá a nuestro gobierno cuidar y salvar vidas y realizar una reapertura económica gradual y ordenada,Government,0.0,"The tweet states a fact about the executive and an agreement on several articles, without expressing a positive or negative sentiment, making it neutral.",0
520,1169,https://x.com/tohedem139/status/1773120938088743090,1711579949.0,1.77312e+18,486.0,es,17/02/2022,,"@nayibbukele Pregúntenle a la CIA si se les perdió un cargamento, tú sabes cómo son los gringos.",False,pregúntenle a la cia si se les perdió un cargamento tú sabes cómo son los gringos,https://x.com/nayibbukele/status/1773114767801995677,1711578478.0,1.77311e+18,True,1.77e+18,False,False,458961.0,746.0,4309.0,137.0,es,El Salvador,Nayib Bukele,Philosopher King,6211020.0,True,"La embarcación que transportaba la droga ya está en tierra.

La cocaína será destruida y la lancha pasará a nuestra Marina Nacional para ser usada en el combate al narcotráfico.

Los detenidos serán procesados conforme a la ley.

#PlanControlTerritorial https://t.co/cTAtraqM5X",True,la embarcación que transportaba la droga ya está en tierra la cocaína será destruida y la lancha pasará a nuestra marina nacional para ser usada en el combate al narcotráfico los detenidos serán procesados conforme a la ley,Government,-1.0,"The tweet expresses a negative sentiment towards the CIA, using a derogatory term 'gringos' and implying that they are careless with their cargo, showing distrust and criticism.",-1
2965,9383,https://x.com/maldana1966/status/1784385424624103828,1714265612.0,1.78439e+18,90.0,es,21/01/2011,"San Francisco, CA","@ysuca91siete COMUNISTAS CORRUPTOS DEL FMLN,inventando noticias MÁS FALSOS",False,comunistas corruptos del fmlninventando noticias más falsos,https://x.com/ysuca91siete/status/1784237091460649170,1714230246.0,1.78424e+18,False,,False,False,13201.0,109.0,163.0,39.0,es,El Salvador,Radio YSUCA 91.7 FM,Radio cultural universitaria de @UCA_ES | FB: https://t.co/aUIFK8HoGT | YouTube: https://t.co/3im6gFT2Ba,35006.0,True,"#InformaciónNoReservada🔎 | Otra fuente, consultada por YSUCA,  aseguró que el exfuncionario estaba al tanto de todos los detalles del pacto entre el gobierno y “Crook”, sugiriendo que esta sería la  verdadera razón de su detención.
https://t.co/pYqxJmNLm5",True,otra fuente consultada por ysuca aseguró que el exfuncionario estaba al tanto de todos los detalles del pacto entre el gobierno y crook sugiriendo que esta sería la verdadera razón de su detención,Media,-1.0,"The tweet expresses a negative sentiment by using strong language to criticize the FMLN, calling them corrupt and inventing false news, indicating a strong disapproval and criticism.",-1
163,380,https://x.com/sayonarafanacc/status/1787305868570116346,1714961900.0,1.78731e+18,21.0,es,20/04/2023,,@nayibbukele ah pero ahora se hacen cagada el palacio 🙏,False,ah pero ahora se hacen cagada el palacio,https://x.com/nayibbukele/status/1787301391087587431,1714960832.0,1.7873e+18,False,,False,False,2344804.0,2745.0,13031.0,903.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"En 2015, estando en la Alcaldía de San Salvador, decidimos iniciar el proyecto de rescate del Centro Histórico.

Todos dijeron que era una labor imposible, que había sido intentada infructuosamente antes, que ese lugar ya estaba perdido y que, siendo nuestra aprobación tan alta, era absurdo arriesgarlo todo en un proyecto con escasas posibilidades de éxito.

Recuerdo que lo hablé con mi hermano, quien me dijo: “Es verdad, es un riesgo políticamente innecesario, pero si se logra, todos te recordarán como el alcalde que inició la recuperación del Centro Histórico, y eso es más importante que una aprobación política coyuntural que tarde o temprano desaparecerá”.

Así que iniciamos lo que parecía imposible, con la oposición de todos: medios de comunicación, partidos políticos, del mismo gobierno nacional y de los supuestos “expertos” que incluso ordenaron detener las obras (tuvimos que desobedecer la orden y continuar, mientras negociábamos en Casa Presidencial la autorización gubernamental a cambio de no romper públicamente con mi entonces partido).

Y lo logramos, logramos rescatar el pequeño pero emblemático corazón del Centro Histórico, y como lo predijo mi hermano, fue nuestro logro más grande en la Alcaldía de San Salvador.

Luego, Dios y el pueblo nos llevaron a la Presidencia de la República y otros logros más importantes eclipsaron aquel logro que en aquel entonces parecía imposible; pero nunca desistimos de continuarlo y ampliarlo, ahora desde la Presidencia.

Y lo seguiremos haciendo, contra viento y marea, como siempre. Ya estamos acostumbrados, trabajamos mejor así…

Y ya que la Presidencia no solo debe velar por San Salvador, decidimos que, paso a paso, llegaremos a todos los centros históricos de nuestro país, un proyecto que ya está dando sus primeros frutos.",True,en 2015 estando en la alcaldía de san salvador decidimos iniciar el proyecto de rescate del centro histórico todos dijeron que era una labor imposible que había sido intentada infructuosamente antes que ese lugar ya estaba perdido y que siendo nuestra aprobación tan alta era absurdo arriesgarlo todo en un proyecto con escasas posibilidades de éxito recuerdo que lo hablé con mi hermano quien me dijo es verdad es un riesgo políticamente innecesario pero si se logra todos te recordarán como el alcalde que inició la recuperación del centro histórico y eso es más importante que una aprobación política coyuntural que tarde o temprano desaparecerá así que iniciamos lo que parecía imposible con la oposición de todos medios de comunicación partidos políticos del mismo gobierno nacional y de los supuestos expertos que incluso ordenaron detener las obras tuvimos que desobedecer la orden y continuar mientras negociábamos en casa presidencial la autorización gubernamental a cambio de no romper públicamente con mi entonces partido y lo logramos logramos rescatar el pequeño pero emblemático corazón del centro histórico y como lo predijo mi hermano fue nuestro logro más grande en la alcaldía de san salvador luego dios y el pueblo nos llevaron a la presidencia de la república y otros logros más importantes eclipsaron aquel logro que en aquel entonces parecía imposible pero nunca desistimos de continuarlo y ampliarlo ahora desde la presidencia y lo seguiremos haciendo contra viento y marea como siempre ya estamos acostumbrados trabajamos mejor así y ya que la presidencia no solo debe velar por san salvador decidimos que paso a paso llegaremos a todos los centros históricos de nuestro país un proyecto que ya está dando sus primeros frutos,Government,0.0,row with error,-1
2301,7401,https://x.com/gamineLab/status/1761502099316019306,1708809802.0,1.7615e+18,579.0,es,15/03/2011,El Salvador,"@MarceloLarin1 Este sujeto sí que es una porquería, veleta a todas luces",True,este sujeto sí que es una porquería veleta a todas luces,https://x.com/MarceloLarin1/status/1761488482059403300,1708806555.0,1.76149e+18,False,,False,False,18552.0,28.0,197.0,222.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,"Hasta hoy la mujer más coherente que he visto es a Claudia Ortiz, porque los demás incluso la que batió record en acumular votos de pandilleros de Nuevas Ideas, no aporta ideas ni argumentos la mujer de mulato más perdida que la muchacha de los tamales de oro.",False,hasta hoy la mujer más coherente que he visto es a claudia ortiz porque los demás incluso la que batió record en acumular votos de pandilleros de nuevas ideas no aporta ideas ni argumentos la mujer de mulato más perdida que la muchacha de los tamales de oro,Media,-1.0,"The tweet uses strong negative language, calling the subject a 'porquería' (a derogatory term), indicating a strong disapproval and criticism.",-1
2924,9210,https://x.com/YesicaM78852583/status/1774482006086209913,1711904453.0,1.77448e+18,,es,09/08/2022,,@ysuca91siete A la verga vamos por 5 años y cuando termine ese periodo vamos por 5 más y ya empezaremos a promover eso,False,a la verga vamos por 5 años y cuando termine ese periodo vamos por 5 más y ya empezaremos a promover eso,https://x.com/ysuca91siete/status/1773469661520109990,1711663091.0,1.77347e+18,False,,False,False,8884.0,114.0,233.0,146.0,es,El Salvador,Radio YSUCA 91.7 FM,Radio cultural universitaria de @UCA_ES | FB: https://t.co/aUIFK8HoGT | YouTube: https://t.co/3im6gFT2Ba,35006.0,True,"El 1 de junio próximo se instalará en El  Salvador “un gobierno de facto” porque no estará amparado en la  Constitución de la República. Así lo dijo en declaraciones a este medio  Franciso Omar Parada, del Bloque de Resistencia y Rebeldía Popular.
https://t.co/KWmESk4IgN",True,el 1 de junio próximo se instalará en el salvador un gobierno de facto porque no estará amparado en la constitución de la república así lo dijo en declaraciones a este medio franciso omar parada del bloque de resistencia y rebeldía popular,Media,-1.0,"The tweet expresses a negative sentiment as it criticizes the current situation, implying that the current government is not doing well and will continue to have a negative impact, using strong language ('a la verga').",0
2171,6934,https://x.com/R_tiag/status/1391576164016312328,1620612586.0,1.39158e+18,,es,16/01/2014,"Santa Tecla, La Libertad",@FranAlabi @nayibbukele Nuevamente El Salvador en el lugar quw debio estsr siempre!!,True,nuevamente el salvador en el lugar quw debio estsr siempre,https://x.com/FranAlabi/status/1391568130200190981,1620610670.0,1.39157e+18,False,,False,True,,650.0,3948.0,168.0,es,"San Salvador, El Salvador",Francisco Alabi 🇸🇻,Ministro de Salud 🇸🇻 Médico Cirujano Laparoscopista y Bariátrico,410702.0,True,"La solidaridad es un valor que nos debe caracterizar como hermanos centroamericanos.

Vamos a apoyar, Presidente @nayibbukele, a nuestros vecinos de Honduras en este proceso de vacunación.

De esta pandemia salimos todos, trabajando unidos.

🇸🇻🇭🇳",True,la solidaridad es un valor que nos debe caracterizar como hermanos centroamericanos vamos a apoyar presidente a nuestros vecinos de honduras en este proceso de vacunación de esta pandemia salimos todos trabajando unidos,Government,-1.0,"The tweet expresses disappointment and criticism about El Salvador's current situation, implying that it should have been in a better place always, indicating a negative sentiment.",1
1437,4473,https://x.com/bairesjaime55/status/1786924363218124993,1714870942.0,1.78692e+18,5.0,es,21/02/2016,,"@suecallejas Ustedes Diputada,les dieron el ejemplo,cuando decían que renunciarían,a los privilegios,que tenían los mismos de siempre,y nunca lo hicieron,porque para los alcaldes,les molesta que lo hagan,Uds también deberían renunciar,a ciertos privilegios.",False,ustedes diputadales dieron el ejemplocuando decían que renunciaríana los privilegiosque tenían los mismos de siemprey nunca lo hicieronporque para los alcaldesles molesta que lo haganuds también deberían renunciara ciertos privilegios,https://x.com/suecallejas/status/1786430963947335686,1714753306.0,1.78643e+18,False,,False,False,120838.0,351.0,1829.0,627.0,es,"San Salvador, El Salvador",Suecy Callejas Estrada,"Bailarina🙆🏻‍♀️,  Gestora Cultural, Abogada, Diputada VP de la Asamblea Legislativa de El Salvador.🇸",132956.0,True,"A TODOS los alcaldes y concejales del país: 

El pueblo salvadoreño los eligió para trabajar y mejorar sus municipios, es inaudito que en la primera reunión de concejo su primera decisión es aumentarse el sueldo. Dejen sin efecto esos acuerdos, pidan disculpas y dejen de inventar excusas para tratar de justificar lo injustificable.",True,a todos los alcaldes y concejales del país el pueblo salvadoreño los eligió para trabajar y mejorar sus municipios es inaudito que en la primera reunión de concejo su primera decisión es aumentarse el sueldo dejen sin efecto esos acuerdos pidan disculpas y dejen de inventar excusas para tratar de justificar lo injustificable,,-1.0,"The tweet expresses a negative sentiment towards the diputadales, criticizing them for not renouncing their privileges as promised, and also implies that they should also renounce certain privileges, showing disapproval and disappointment.",-1
225,525,https://x.com/Armandoguz8a/status/1773045489807577186,1711561961.0,1.77305e+18,61.0,es,22/10/2023,,@nayibbukele Excelente Marina Nacional dando lo mejor 👏,False,excelente marina nacional dando lo mejor,https://x.com/nayibbukele/status/1773039460256477463,1711560523.0,1.77304e+18,False,,False,False,769394.0,2416.0,14065.0,719.0,es,El Salvador,Nayib Bukele,Philosopher King,6211026.0,True,"Nuestra Marina Nacional incautó una lancha a 490 Millas Náuticas al Suroeste de la Bocana el Cordoncillo, Estero de Jaltepeque.

A bordo de la lancha narcotraficante se encontraban 9 tripulantes; entre ellos, 6 ecuatorianos y 3 guatemaltecos.

Se estima que contiene aproximadamente 1.48 toneladas de cocaína, valoradas en unos 37 millones de dólares.

#PlanControlTerritorial",True,nuestra marina nacional incautó una lancha a 490 millas náuticas al suroeste de la bocana el cordoncillo estero de jaltepeque a bordo de la lancha narcotraficante se encontraban 9 tripulantes entre ellos 6 ecuatorianos y 3 guatemaltecos se estima que contiene aproximadamente 148 toneladas de cocaína valoradas en unos 37 millones de dólares,Government,1.0,"The tweet expresses admiration and praise for the national marina, using the word 'excelente' to convey a positive sentiment, indicating a classification of 1.",1
539,1224,https://x.com/2014Hector01/status/1782867564630065357,1713903726.0,1.78287e+18,11.0,es,01/07/2014,Ottawa,@waraujo64 @ARENAOFICIAL @NatanVaquiz Estos ven la participación política como una oportunidad de llenar sus bolsas y no de servir al pueblo. Esto debería ser penalizado! https://t.co/Pi10tQz7rl,False,estos ven la participación política como una oportunidad de llenar sus bolsas y no de servir al pueblo esto debería ser penalizado,https://x.com/waraujo64/status/1782782951068979568,1713883552.0,1.78278e+18,False,,False,False,63424.0,293.0,957.0,169.0,es,El Salvador,Walter Araujo y Toda la Verdad,"VOCERO DEL PUEBLO. Mi cuenta en Twitter es una caricatura digital en palabras, de la política salvadoreña.",342595.0,True,"Éste sinvergüenza es el que le pidió $30 MILLONES a Joel Sánchez en una reunión de @ARENAOFICIAL …, así lo contó hoy el Ex Candidato Presidencial en la entrevista con @NatanVaquiz … 🙄😂🙈

Efraín Cañas se llama …tiene toda la pinta de malacate… https://t.co/Xh6U6Pm1qW",True,éste sinvergüenza es el que le pidió 30 millones a joel sánchez en una reunión de así lo contó hoy el ex candidato presidencial en la entrevista con efraín cañas se llama tiene toda la pinta de malacate,Media,-1.0,"The tweet expresses a negative sentiment by criticizing politicians who participate in politics solely for personal gain, implying that they are not serving the people, and suggesting that this behavior should be penalized.",-1
2396,7778,https://x.com/ErickLara82/status/1777086304913629458,1712525366.0,1.77709e+18,236.0,es,14/04/2018,,"@MarceloLarin1 Aprende pasmado a redactar, o sea todos los ilegales que están en todos los países pueden ir a disfrutar de El Salvador? Sos dundo.",False,aprende pasmado a redactar o sea todos los ilegales que están en todos los países pueden ir a disfrutar de el salvador sos dundo,https://x.com/MarceloLarin1/status/1777015697664540849,1712508532.0,1.77702e+18,False,,False,False,13631.0,38.0,177.0,107.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,La gente que está ilegal en otros países hoy es su oportunidad para regresar a El Salvador y disfrutar de la seguridad ybde todas las oportunidades laborales que nuestra gran presidente ha creado.,False,la gente que está ilegal en otros países hoy es su oportunidad para regresar a el salvador y disfrutar de la seguridad ybde todas las oportunidades laborales que nuestra gran presidente ha creado,Media,-1.0,"The tweet expresses a negative sentiment by implying that all illegal immigrants can go to El Salvador, which may be perceived as a criticism of the country's immigration policies or a concern about the potential consequences of such a situation.",-1
2886,9086,https://x.com/Paola84635706/status/1764115253342642651,1709432826.0,1.76412e+18,1449.0,es,17/03/2020,,@fulloa51 @ChrisGuevaraG El estado siempre debe ser Laico y punto.,False,el estado siempre debe ser laico y punto,https://x.com/fulloa51/status/1764113365964653035,1709432376.0,1.76411e+18,False,,False,False,41423.0,91.0,660.0,68.0,es,"San Salvador, El Salvador",Félix Ulloa,Vicepresidente de la República de El Salvador.,275995.0,True,"Hoy, sostuvimos una reunión con el Diputado de la Asamblea Legislativa, @ChrisGuevaraG y una comisión de Pastores Evangélicos que representan diferentes denominaciones y organizaciones eclesiales en El Salvador, liderada por los Pastores, Sr. Edgar López Bertrand hijo y Sr. Josué Umaña, para conversar sobre el Proyecto de Reformas Constitucionales. 

En el encuentro, dialogamos sobre la iniciativa de ampliar el catálogo de derechos en la Carta Magna de El Salvador, adaptándola a las necesidades actuales para garantizar bienestar y desarrollo a la población. También, resaltamos cómo este proyecto, busca proporcionar a los salvadoreños, las herramientas necesarias para superar los desafíos, bajo un estricto respeto a la vida humana, al medio ambiente y a nuestros valores. 

De la misma forma, abordamos el proceso participativo de dicho Proyecto de Reformas, marcando un hito histórico al brindar a nuestros connacionales, tanto dentro como fuera del país, la oportunidad de compartir sus planteamientos a través de la plataforma web https://t.co/7RhwePYFOo. Además, enfatizamos la importancia del proceso de divulgación, que posteriormente, siguió a la entrega del documento de propuestas al Presidente de la República, Sr. Nayib Bukele; en el cual, se analizaron estas iniciativas mediante conversatorios elaborados en diversas universidades de todo el país.

Reiteramos que, durante este lapso, se ejecutó un exhaustivo análisis de cada una de las reformas realizadas y que será ahora, la Asamblea Legislativa, quien continúe dicho proceso para certificar a los salvadoreños el pleno goce de sus derechos y bienestar. 

Agradecemos a los pastores que nos acompañaron, por su respaldo a dicha propuesta y reconocer la transformación de seguridad en el país. Esperamos seguir trabajando juntos para el beneficio de la población.",True,hoy sostuvimos una reunión con el diputado de la asamblea legislativa y una comisión de pastores evangélicos que representan diferentes denominaciones y organizaciones eclesiales en el salvador liderada por los pastores sr edgar lópez bertrand hijo y sr josué umaña para conversar sobre el proyecto de reformas constitucionales en el encuentro dialogamos sobre la iniciativa de ampliar el catálogo de derechos en la carta magna de el salvador adaptándola a las necesidades actuales para garantizar bienestar y desarrollo a la población también resaltamos cómo este proyecto busca proporcionar a los salvadoreños las herramientas necesarias para superar los desafíos bajo un estricto respeto a la vida humana al medio ambiente y a nuestros valores de la misma forma abordamos el proceso participativo de dicho proyecto de reformas marcando un hito histórico al brindar a nuestros connacionales tanto dentro como fuera del país la oportunidad de compartir sus planteamientos a través de la plataforma web además enfatizamos la importancia del proceso de divulgación que posteriormente siguió a la entrega del documento de propuestas al presidente de la república sr nayib bukele en el cual se analizaron estas iniciativas mediante conversatorios elaborados en diversas universidades de todo el país reiteramos que durante este lapso se ejecutó un exhaustivo análisis de cada una de las reformas realizadas y que será ahora la asamblea legislativa quien continúe dicho proceso para certificar a los salvadoreños el pleno goce de sus derechos y bienestar agradecemos a los pastores que nos acompañaron por su respaldo a dicha propuesta y reconocer la transformación de seguridad en el país esperamos seguir trabajando juntos para el beneficio de la población,Government,-1.0,"The tweet expresses a negative sentiment by stating a strong opinion that the state should always be secular, implying criticism of the current political situation in El Salvador.",0
189,426,https://x.com/JBustillo1/status/1773041563569914014,1711561024.0,1.77304e+18,18259.0,es,07/04/2014,Weltbürger / World Citizen,"@nayibbukele 💎 Siguen los golpes contundentes al narcotráfico

490 Mn = 907.5 Km ‼️",False,siguen los golpes contundentes al narcotráfico 490 mn 9075 km,https://x.com/nayibbukele/status/1773039460256477463,1711560523.0,1.77304e+18,False,,False,False,769394.0,2416.0,14065.0,719.0,es,El Salvador,Nayib Bukele,Philosopher King,6211026.0,True,"Nuestra Marina Nacional incautó una lancha a 490 Millas Náuticas al Suroeste de la Bocana el Cordoncillo, Estero de Jaltepeque.

A bordo de la lancha narcotraficante se encontraban 9 tripulantes; entre ellos, 6 ecuatorianos y 3 guatemaltecos.

Se estima que contiene aproximadamente 1.48 toneladas de cocaína, valoradas en unos 37 millones de dólares.

#PlanControlTerritorial",True,nuestra marina nacional incautó una lancha a 490 millas náuticas al suroeste de la bocana el cordoncillo estero de jaltepeque a bordo de la lancha narcotraficante se encontraban 9 tripulantes entre ellos 6 ecuatorianos y 3 guatemaltecos se estima que contiene aproximadamente 148 toneladas de cocaína valoradas en unos 37 millones de dólares,Government,0.0,"The tweet presents a factual statement about the ongoing efforts to combat drug trafficking, without expressing a clear positive or negative sentiment.",0
